Date,Name,Address,City,State,Zip,Purpose,Amount
2022-09-14,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,5300000.00
2022-09-14,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,2623.21
2022-09-14,Affiliated Insurance Agency,2500-C Apalachee Pkwy.,Tallahassee,FL,32301,insurance,341.26
2022-09-14,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,3111.88
2022-09-14,James Uthmeier,528 Golf Terrace Drive,Tallahassee,FL,32301,reimbursement,1122.60
2022-09-14,Deep Root Analytics LLC,"3100 Clarendon Blvd., #900",Arlington,VA,22201,research,11666.00
2022-09-14,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,reimbursement,567.86
2022-09-14,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,194.38
2022-09-14,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,7500.00
2022-09-14,Cascade Consulting LLC,"900 Biscayne Blvd., #3706",Miami,FL,33132,political consulting,3000.00
2022-09-14,"Haitian Media Experts, LLC",5932 N.E. 2nd Avenue,Miami,FL,33137,media expense,72500.00
2022-09-14,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,11354.54
2022-09-15,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting/office expense,7276.45
2022-09-16,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,1000000.00
2022-09-16,Kelly Kundinger,1815 Atlantis Place,Tallahassee,FL,32303,reimbursement,433.47
2022-09-16,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,218.97
2022-09-16,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,reimbursement,663.88
2022-09-20,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,355.91
2022-09-21,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,16061.98
2022-09-21,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,3981.37
2022-09-21,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,10011.00
2022-09-21,Riley Nieporte,"901 Riggins Road, Apt. 131",Tallahassee,FL,32308,reimbursement,37.40
2022-09-21,"Ello Creative, LLC",2003 Ellicott Drive,Tallahassee,FL,32308,digital consulting,3750.00
2022-09-21,Alexandra Valdes,"675 W. Pensacola St., #16",Tallahassee,FL,32304,reimbursement,282.56
2022-09-21,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,446.83
2022-09-21,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,31.11
2022-09-21,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,35862.80
2022-09-21,"The Factor, Inc.","999 Ponce de Leon Blvd., #520",Coral Gables,FL,33134,media production,2450.00
2022-09-21,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,519.72
2022-09-21,DCE Productions,"5415 W. Slight Avenue, #102",Tampa,FL,33634,event production,3580.00
2022-09-21,"Reach Right Digital Marketing, LLC","6501 Red Hook Plaza, #201-927",St. Thomas,VI,802,fundraising expense,8906.47
2022-09-21,"Salesforce.com, Inc.","415 Mission Street, 3rd Floor",San Francisco,CA,94105,database services,5141.99
2022-09-21,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,5000000.00
2022-09-23,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,office/fundraising expense,18822.06
2022-09-23,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,750000.00
2022-09-23,Florida Federation for Children PAC,"1020 19th Street, N.W., Suite 675",Washington,DC,20036,contribution,50000.00
2022-09-26,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,10000.00
2022-09-26,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,7300000.00
2022-09-26,Alexandra Valdes,"675 W. Pensacola St., #16",Tallahassee,FL,32304,reimbursement,42.09
2022-09-26,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,48.47
2022-09-27,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,296.09
2022-09-27,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,13649.64
2022-09-30,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,1600000.00
2022-09-30,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,500000.00
2022-09-30,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,8290.32
2022-10-04,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,248.52
2022-10-04,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,7917.97
2022-10-05,Golds Catering & Events,4121 N. 50th Street,Tampa,FL,33610,catering,483.75
2022-10-05,"Ello Creative, LLC",2003 Ellicott Drive,Tallahassee,FL,32308,digital consulting,3750.00
2022-10-05,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,34945.50
2022-10-05,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,35808.39
2022-10-05,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital/political consulting,12333.81
2022-10-05,Robert Meyer,"1234 N. Bronough St., Apt. 3",Tallahassee,FL,32301,expense reimbursement,85.13
2022-10-05,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,446.22
2022-10-05,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,5455.31
2022-10-05,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,7500.00
2022-10-05,Alexandra Valdes,"675 W. Pensacola St., #16",Tallahassee,FL,32304,reimbursement,148.41
2022-10-05,Cascade Consulting LLC,"900 Biscayne Blvd., #3706",Miami,FL,33132,political consulting,1500.00
2022-10-05,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,3208.20
2022-10-05,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,4500000.00
2022-10-07,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting/office & event expenses,29835.26
2022-10-11,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,293.15
2022-10-12,"Viking Executive Protection, Inc.","1622 Wisconsin Avenue, N.W.",Washington,DC,20007,security services,15668.17
2022-10-12,Opn Sesame,"850 N.W. Federal Hwy., #132",Stuart,FL,34994,messaging services,93246.80
2022-10-12,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,6700000.00
2022-10-12,Lauren Socarras,"3501 S. Blair Stone Rd., #1024",Tallahassee,FL,32301,reimbursement,18.51
2022-10-12,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,reimbursement,167.52
2022-10-12,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,reimbursement,634.80
2022-10-12,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,4809.70
2022-10-17,Tucker Obenshain,1828 Atlantis Place,Tallahassee,FL,32301,reimbursement,398.71
2022-10-17,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,3465.00
2022-10-17,Florida House Republican Camp. Comm.,1103 Hays Street,Tallahassee,FL,32301,contribution,3500000.00
2022-10-18,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,6700000.00
2022-10-18,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,289.24
2022-10-19,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,25417.13
2022-10-21,Alexandra Valdes,"675 W. Pensacola St., #16",Tallahassee,FL,32304,reimbursement,251.84
2022-10-21,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,76.43
2022-10-21,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,34341.15
2022-10-21,"Election Connections.com, Inc.",P. O. Box 10866,Tallahassee,FL,32302,messaging services,542679.34
2022-10-21,"FlexPoint Media, Inc.",P. O. Box 1051,New Albany,OH,43054,media placement,330000.00
2022-10-24,"Election Connections.com, Inc.",P. O. Box 10866,Tallahassee,FL,32302,messaging services,688442.58
2022-10-24,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,20000.00
2022-10-24,Florida Right Direction,1103 Hays Street,Tallahassee,FL,32301,contribution,335000.00
2022-10-24,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,6500000.00
2022-10-25,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,718.82
2022-10-26,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,40335.95
2022-10-27,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,5000000.00
2022-10-27,Riley Nieporte,"901 Riggins Road, Apt. 131",Tallahassee,FL,32308,reimbursement,193.36
2022-10-27,Alexandra Valdes,"675 W. Pensacola St., #16",Tallahassee,FL,32304,reimbursement,103.81
2022-10-27,txtWave,225 Broadway Suite 420,San Diego,CA,92101,messaging services,12323.60
2022-10-27,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,3000000.00
2022-10-27,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,event/office expense/travel,20682.13
2022-10-31,"Aristotle International, Inc.","205 Pennsylvania Avenue, S.E.",Washington,DC,20003,software,2550.00
2022-11-01,Cascade Consulting LLC,"900 Biscayne Blvd., #3706",Miami,FL,33132,political consulting,1218.34
2022-11-01,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,7000000.00
2022-11-01,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,15000.00
2022-11-01,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,4536.14
2022-11-02,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,21707.13
2022-11-02,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,2000000.00
2022-11-02,"Ello Creative, LLC",2003 Ellicott Drive,Tallahassee,FL,32308,digital consulting,3750.00
2022-11-02,"Election Connections.com, Inc.",P. O. Box 10866,Tallahassee,FL,32302,messaging services,885111.97
2022-11-02,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,215.07
2022-11-02,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,reimbursement,287.72
2022-11-02,Riley Nieporte,"901 Riggins Road, Apt. 131",Tallahassee,FL,32308,reimbursement,101.37
2022-11-02,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,reimbursement,266.88
2022-11-03,Florida House Republican Camp. Comm.,1103 Hays Street,Tallahassee,FL,32301,contribution,2500000.00
2022-11-03,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,6558.00
2022-11-03,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,37001.12
2022-11-03,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital/political consulting,11464.47
2022-11-03,"FlexPoint Media, Inc.",P. O. Box 1051,New Albany,OH,43054,media placement,250000.00
2022-11-03,Stacy Davis & Associates,24651 Evereve Circle,Lake Forest,CA,92630,fundraising consulting,46750.00
2022-11-03,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,3224.55
2022-11-03,Florida House Republican Camp. Comm.,1103 Hays Street,Tallahassee,FL,32301,contribution,310000.00
2022-11-04,TAG LLC,P. O. Box 1246,Alexandroa,VA,22313,event production,500000.00
2022-11-07,Florida Gulf Coast University,10501 FGCU Boulevard South,Fort Myers,FL,33965,facility use,16623.18
2022-11-07,Renee Dabbs LLC,3306 W. Lawn Avenue,Tampa,FL,33611,event production,24696.50
2022-11-07,Renee Dabbs LLC,3306 W. Lawn Avenue,Tampa,FL,33611,event production,1474.91
2022-11-07,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,reimbursement,356.02
2022-11-08,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,1106.03
2022-11-09,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,26352.27
2022-11-15,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,1588.86
2022-11-15,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,2120.48
2022-11-17,Riley Nieporte,"901 Riggins Road, Apt. 131",Tallahassee,FL,32308,reimbursement,468.16
2022-11-17,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,reimbursement,271.30
2022-11-17,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,reimbursement,491.23
2022-11-17,"Election Connections.com, Inc.",P. O. Box 10866,Tallahassee,FL,32302,messaging services,19004.41
2022-11-17,Believe Media,15 E. Market Street,Leesburg,VA,20178,fundraising expense,4396.30
2022-11-17,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting/office expense,7180.23
2022-11-17,Right Country Lists,117 N. St. Asaph Street,Alexandria,VA,22314,fundraising expense,11664.60
2022-11-17,Opn Sesame,"850 N.W. Federal Hwy., #132",Stuart,FL,34994,messaging services,12461.60
2022-11-17,SAP Concur,"601 108th Avenue, N.E., #1000",Bellevue,WA,98004,software,5792.50
2022-11-17,"City Tees, Inc.",856 N.W. 71 Street,Miami,FL,33150,printing,621.14
2022-11-17,"Election Connections.com, Inc.",P. O. Box 10866,Tallahassee,FL,32302,messaging services,10583.55
2022-11-17,Person 2 Person Messaging LLC,"2800 Shirlington Road, 9th Floor",Arlington,VA,22206,messaging services,29084.64
2022-11-17,DCE Productions,"5415 W. Slight Avenue, #102",Tampa,FL,33634,event production,85117.95
2022-11-17,"Viking Executive Protection, Inc.","1622 Wisconsin Avenue, N.W.",Washington,DC,20007,security services,10940.73
2022-11-17,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,1236.90
2022-11-17,"Winning Concepts USA, Inc.",950-19 Blanding Blvd.,Orlange Park,FL,32065,printing,80.63
2022-11-17,Emerson Nursery & Rental Plants,6820 S.W. 150th Avenue,Lake Butler,FL,32054,event expense,548.00
2022-11-17,"Pro Event Rental, Inc.","1095 Business Lane, #1",Naples,FL,34110,event expense,8112.50
2022-11-17,Renee Dabbs LLC,3306 W. Lawn Avenue,Tampa,FL,33611,event production,4000.00
2022-11-22,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,242.87
2022-11-22,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,120.68
2022-11-29,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,181.04
2022-11-30,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,17.13
2022-12-01,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,office/event exp/travel/delivery,28415.02
2022-12-01,Keenen Vemon,723 E. College Avenue,Tallahassee,FL,32301,reimbursement,39.48
2022-12-01,Jacklyn Washington,"2221 Orange Avenue, E., #223",Tallahassee,FL,32311,reimbursement,50.36
2022-12-01,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,5004.21
2022-12-01,TAG LLC,P. O. Box 1246,Alexandroa,VA,22313,fundraising expense,7841.32
2022-12-01,"Election Connections.com, Inc.",P. O. Box 10866,Tallahassee,FL,32302,messaging services,143941.81
2022-12-01,Alexandra Valdes,"675 W. Pensacola St., #16",Tallahassee,FL,32304,reimbursement,21.71
2022-12-01,Robert Meyer,"1234 N. Bronough St., Apt. 3",Tallahassee,FL,32301,reimbursement,492.67
2022-12-01,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,1376.61
2022-12-01,Peter Cuderman,1609 Hasosaw Nene,Tallahassee,FL,32301,reimbursement,450.99
2022-12-01,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,25035.00
2022-12-01,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,reimbursement,23.54
2022-12-01,Tristan Stanziale,18 Cooper Drive,Glastonbury,CT,6033,reimbursement,462.94
2022-12-01,Robert Meyer,"1234 N. Bronough St., Apt. 3",Tallahassee,FL,32301,reimbursement,92.04
2022-12-06,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,183.82
2022-12-06,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,1.77
2022-12-09,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,36101.23
2022-12-09,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital/political consulting,11464.50
2022-12-13,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,1118.53
2022-12-13,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,2.05
2022-12-13,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,24835.00
2022-12-16,Switchboard,"2001 K Street, N.W.",Washington,DC,20006,communication expense,12000.00
2022-12-16,"Colorado Security Agency, Inc.","1622 Wisconsin Avenue, N.W.",Washington,DC,20007,security services,1622.46
2022-12-16,Patrick O'Connell,"1234 N. Bronough St., Apt. 3",Tallahassee,FL,32303,reimbursement,18.96
2022-12-16,"TMA Direct, Inc.","1900 Reston Metro Plaza, #600",Reston,VA,20190,fundraising expense,16836.84
2022-12-16,DCE Productions,"5415 W. Slight Avenue, #102",Tampa,FL,33634,event production,44000.00
2022-12-16,Lindsey Curnette,"650 S. Gadsden Drive, #626",Tallahassee,FL,32301,reimbursement,102.23
2022-12-16,Skylar Swanson,1289 Myrtle View Drive,Tallahassee,FL,32312,reimbursement,74.65
2022-12-16,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,11278.01
2022-12-16,Kelly Kundinger,1815 Atlantis Place,Tallahassee,FL,32303,reimbursement,343.31
2022-12-16,IMGE LLC,"108 S. Washington Street, 2nd Floor",Alexandria,VA,22314,fundraising expense,3715.82
2022-12-16,"Ace Specialties, LLC",P. O. Box 80427,Lafayette,LA,70598,store inventory,2244.00
2022-12-16,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting/expenses,14276.37
2022-12-19,AJ Strategies LLC,"1561 Sylvester Circle, S.E.",Atlanta,GA,30316,fundraising consulting,14782.50
2022-12-20,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,900.09
2022-12-20,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,1.83
2022-12-21,"FlexPoint Media, Inc.",P. O. Box 1051,New Albany,OH,43054,media placement,-48721.11
2022-12-22,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,office/event exp/travel/delivery,28761.52
2022-12-22,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting,9167.00
2022-12-27,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,265.70
2022-12-30,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution refund,-4000000.00
2022-12-30,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution refund,-4500000.00
2023-01-03,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,419.50
2023-01-04,"Colorado Security Agency, Inc.","1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,2.32
2023-01-06,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,28128.18
2023-01-06,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital/political consulting,30156.84
2023-01-06,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,8507.00
2023-01-10,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,297.64
2023-01-17,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,5000.00
2023-01-17,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,7500.00
2023-01-17,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,7902.76
2023-01-17,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,12427.50
2023-01-17,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,5822.50
2023-01-17,DCE Productions,"5415 W. Slight Avenue, #102",Tampa,FL,33634,event production,11000.00
2023-01-17,"Ace Specialties, LLC",P. O. Box 80427,Lafayette,LA,70598,store inventory,26078.63
2023-01-17,AJ Strategies LLC,"1561 Sylvester Circle, S.E.",Atlanta,GA,30316,fundraising consulting,400.00
2023-01-17,Alexandra Valdes,"675 W. Pensacola St., #16",Tallahassee,FL,32304,reimbursement,89.86
2023-01-17,TM Strategic Consulting LLC,"1375 Jackson Street, Suite 202",Fort Myers,FL,33901,media placement,3570.00
2023-01-17,SAP Concur,"601 108th Avenue, N.E., #1000",Bellevue,WA,98004,software,1554.27
2023-01-17,"Ello Creative, LLC",2003 Ellicott Drive,Tallahassee,FL,32308,digital consulting,15000.00
2023-01-17,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,1437.79
2023-01-17,"Ace Specialties, LLC",P. O. Box 80427,Lafayette,LA,70598,store inventory,36652.22
2023-01-17,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,683.08
2023-01-18,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,0.65
2023-01-19,"Conservative Connector, LLC","190 Monroe Avenue, #300",Grand Rapids,MI,49503,fundraising expense,16635.27
2023-01-19,"Ace Specialties, LLC",P. O. Box 80427,Lafayette,LA,70598,store inventory,4513.00
2023-01-19,txtWave,225 Broadway Suite 420,San Diego,CA,92101,messaging services,1135.08
2023-01-19,DCE Productions,"5415 W. Slight Avenue, #102",Tampa,FL,33634,event production,15100.00
2023-01-19,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,443.56
2023-01-19,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,275.13
2023-01-19,Kelly Kundinger,1815 Atlantis Place,Tallahassee,FL,32303,reimbursement,203.62
2023-01-19,Nick Puglia,1609 Hasosaw Nene,Tallahassee,FL,32301,reimbursement,26.25
2023-01-19,Lindsey Curnette,"650 S. Gadsden Drive, #626",Tallahassee,FL,32301,reimbursement,181.13
2023-01-19,Lauren Socarras,"3501 S. Blair Stone Rd., #1024",Tallahassee,FL,32301,reimbursement,529.93
2023-01-19,Taylor Sanchez,909 W. Orient Street,Tampa,FL,33603,reimbursement,615.91
2023-01-24,"Aristotle International, Inc.","205 Pennsylvania Avenue, S.E.",Washington,DC,20003,software,2550.00
2023-01-24,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,594.33
2023-01-24,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,150.85
2023-01-25,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,office/event exp/travel/delivery,19808.11
2023-01-27,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,40.99
2023-01-27,"Viking Executive Protection, Inc.","1622 Wisconsin Avenue, N.W.",Washington,DC,20007,security services,2526.03
2023-01-27,Nicole Butler,"901 Riggins Road, Apt. 938",Tallahassee,FL,32308,reimbursement,430.00
2023-01-27,"LucidLink, Inc.","59 W. Portal Avenue, #256",San Francisco,CA,94127,software,3750.00
2023-01-27,"Ace Specialties, LLC",P. O. Box 80427,Lafayette,LA,70598,store inventory,794.93
2023-01-27,Four Seasons Hotel Miami,1435 Brickell Avenue,Miami,FL,33131,event expense,142388.65
2023-01-31,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,543.94
2023-02-01,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,1653.87
2023-02-01,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,11145.63
2023-02-01,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital/political consulting,32523.89
2023-02-01,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,7209.00
2023-02-01,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,software,3384.94
2023-02-07,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,556.87
2023-02-07,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,17.80
2023-02-08,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution refund,-3000000.00
2023-02-13,Tervis Tumbler Company,P. O. Box 25636,Miami,FL,33102,tumblers,2503.80
2023-02-13,Dirty French Restaurant,1200 Brickell Avenue,Miami,FL,33131,food and beverage,11805.90
2023-02-14,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,788.28
2023-02-16,Christine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,reimbursement,169.52
2023-02-16,Jacklyn Washington,"2221 Orange Avenue, E., #223",Tallahassee,FL,32311,reimbursement,63.00
2023-02-16,Kelly Kundinger,1815 Atlantis Place,Tallahassee,FL,32303,reimbursement,177.78
2023-02-16,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,5250.00
2023-02-16,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,11324.28
2023-02-16,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,18635.00
2023-02-21,United States Treasury,P. O. Box 409101,Ogden,UT,84409,income taxes,29042.00
2023-02-21,Florida Department of Revenue,5050 W. Tennessee Street,Tallahassee,FL,32399,income taxes,5145.00
2023-02-21,Four Seasons Resort Palm Beach,2800 S. Ocean Blvd.,Palm beach,FL,33480,event expense,235244.52
2023-02-21,"FlexPoint Media, Inc.",P. O. Box 1051,New Albany,OH,43054,media placement,175000.00
2023-02-21,Right Country Lists,117 N. St. Asaph Street,Alexandria,VA,22314,fundraising expense,2831.14
2023-02-21,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,702.74
2023-02-21,Robert Meyer,"1234 N. Bronough St., Apt. 3",Tallahassee,FL,32301,reimbursement,213.51
2023-02-21,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,5000.00
2023-02-21,"Ace Specialties, LLC",P. O. Box 80427,Lafayette,LA,70598,store inventory,5928.11
2023-02-21,Florida Department of Revenue,5050 W. Tennessee Street,Tallahassee,FL,32399,income taxes,5200.00
2023-02-22,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,1.13
2023-02-27,Progressive Casulty Insurance Company,"6300 Wilson Mills Road, W33",Mayfield Village,OH,44143,insurance,9050.00
2023-02-28,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,2042.59
